Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
221037 São Luis do Piauí;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2;1;4;0;10
221038 São Miguel da Baixa Grande;1;0;2;0;3;0;0;0;1;0;0;1;0;0;1;0;0;1;0;2;1;2;0;12
221039 São Miguel do Fidalgo;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;3;0;2;0;8
221040 São Miguel do Tapuio;1;0;1;1;3;1;0;0;0;0;1;7;1;3;1;1;5;1;3;2;2;18;0;49
221050 São Pedro do Piauí;2;0;1;0;3;0;0;0;1;2;2;4;0;1;2;2;3;4;4;12;5;9;0;54
221060 São Raimundo Nonato;2;1;4;0;7;1;1;0;2;2;3;2;1;3;4;8;1;9;6;6;9;17;0;82
221062 Sebastião Barros;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;4;0;10
221063 Sebastião Leal;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;2;0;0;2;0;10
221065 Sigefredo Pacheco;1;0;1;0;2;1;0;0;0;1;2;0;0;0;0;0;1;2;5;4;1;6;0;25
221070 Simões;1;1;2;0;4;0;0;0;1;2;0;2;0;0;1;0;3;2;2;0;3;7;0;27
221080 Simplício Mendes;2;0;0;0;2;0;0;0;0;1;2;2;1;1;2;1;0;2;1;5;1;13;0;34
221090 Socorro do Piauí;1;0;0;0;1;0;0;0;0;1;0;0;1;2;1;1;2;3;2;1;1;6;0;22
221093 Sussuapara;2;0;0;0;2;0;1;0;1;1;0;2;1;1;2;3;1;0;0;2;4;3;0;24
221095 Tamboril do Piauí;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;2;0;0;0;0;1;4;0;10
221097 Tanque do Piauí;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;3;3;0;10
221100 Teresina;68;18;25;0;111;21;8;14;58;125;105;98;85;95;114;156;164;141;178;175;188;411;6;2253
221110 União;6;0;0;0;6;3;0;0;3;6;4;6;3;4;3;6;5;3;5;12;11;21;0;101
221120 Uruçuí;0;1;0;0;1;1;0;1;1;4;4;2;2;3;7;2;1;2;6;5;5;14;1;62
221130 Valença do Piauí;4;0;1;0;5;0;0;1;1;4;2;2;3;2;2;3;5;5;7;6;9;24;0;81
221135 Várzea Branca;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2;0;4;0;2;0;11
221140 Várzea Grande;1;0;1;0;2;0;0;0;0;0;0;1;0;0;0;3;1;1;0;1;1;4;0;14
221150 Vera Mendes;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;1;2;1;5;0;14
221160 Vila Nova do Piauí;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;1;1;0;0;4;0;11
221170 Wall Ferraz;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;2;1;0;7
220000 Município ignorado - PI;2;0;1;0;3;1;0;1;0;3;0;0;2;1;0;2;0;0;3;2;1;4;3;26
230010 Abaiara;1;0;0;0;1;0;0;0;0;0;0;2;2;1;2;0;0;2;1;1;1;4;0;17
230015 Acarape;1;0;0;0;1;0;0;0;0;4;3;1;3;0;6;2;1;2;2;3;4;10;0;42
230020 Acaraú;3;2;0;0;5;1;2;2;4;5;10;4;8;10;7;10;8;12;15;25;17;48;0;193
230030 Acopiara;4;1;1;0;6;4;0;1;2;19;7;5;6;8;6;5;8;11;8;15;22;59;0;192
230040 Aiuaba;2;0;0;0;2;1;0;0;0;1;0;1;0;0;1;1;1;1;2;7;6;17;0;41
230050 Alcântaras;0;0;0;0;0;0;1;1;0;2;0;0;2;3;0;1;4;1;0;2;5;15;0;37
230060 Altaneira;1;1;0;0;2;0;0;1;2;1;1;2;2;0;1;0;1;2;1;1;2;10;0;29
230070 Alto Santo;0;0;0;0;0;2;0;0;1;1;2;1;2;3;2;3;4;5;3;4;9;17;0;59
230075 Amontada;7;1;1;0;9;1;0;3;3;0;3;3;2;3;5;7;2;4;6;10;7;32;0;100
230080 Antonina do Norte;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;2;0;11;0;19
230090 Apuiarés;1;0;0;0;1;0;2;1;1;2;2;1;1;1;2;1;2;1;4;3;2;15;0;42
230100 Aquiraz;4;1;5;0;10;2;0;0;6;8;5;7;12;14;7;7;15;9;19;11;7;40;0;179
230110 Aracati;8;0;4;0;12;2;0;2;2;6;4;8;3;11;6;5;14;16;14;20;16;41;0;182
230120 Aracoiaba;2;0;1;0;3;1;1;0;0;2;2;3;1;3;2;4;3;7;6;7;11;26;0;82
230125 Ararendá;1;0;0;0;1;0;0;0;2;0;0;0;2;1;1;1;2;2;6;6;3;9;0;36
230130 Araripe;2;2;1;0;5;2;2;2;3;1;2;1;0;1;4;1;1;5;4;7;9;14;0;64
230140 Aratuba;0;1;0;0;1;0;0;0;1;1;0;2;1;2;3;2;2;3;5;5;4;6;0;38
230150 Arneiroz;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;1;0;1;1;2;2;6;0;19
230160 Assaré;4;2;1;0;7;1;0;0;1;1;3;2;6;1;0;2;3;4;5;3;5;13;0;57
230170 Aurora;0;2;2;0;4;1;0;1;1;4;1;5;0;0;3;3;2;4;6;13;6;39;0;93
230180 Baixio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;5;1;8;0;19
230185 Banabuiú;1;0;0;0;1;0;0;0;0;1;2;2;1;3;3;0;1;1;5;5;5;9;0;39
230190 Barbalha;7;1;5;0;13;1;1;2;1;7;3;7;7;10;7;11;2;13;19;21;13;49;0;187
230195 Barreira;0;0;1;0;1;0;1;1;1;4;2;0;3;4;2;4;5;5;2;3;8;14;0;60
230200 Barro;3;1;1;0;5;1;1;1;2;2;5;0;5;8;1;2;2;6;4;14;7;31;0;97
230205 Barroquinha;0;0;0;0;0;0;1;0;1;2;1;1;0;2;4;0;1;2;2;4;6;9;0;36
230210 Baturité;3;2;1;0;6;1;1;0;2;11;4;3;2;3;5;4;5;9;7;10;11;30;0;114
230220 Beberibe;4;0;0;0;4;1;1;0;1;2;5;4;2;4;5;8;6;9;14;10;18;31;0;125
230230 Bela Cruz;0;1;2;0;3;0;1;1;1;3;3;1;2;5;8;7;2;3;5;5;9;31;0;90
230240 Boa Viagem;4;1;4;0;9;0;2;2;4;8;5;5;5;2;7;4;10;7;15;14;16;63;0;178
230250 Brejo Santo;1;0;2;0;3;1;0;0;0;3;9;6;5;6;2;6;3;5;14;11;14;31;0;119
230260 Camocim;6;4;3;0;13;2;3;1;2;4;6;7;7;5;8;7;10;12;11;19;19;49;0;185
230270 Campos Sales;2;0;2;0;4;1;0;1;3;0;4;0;5;6;7;0;10;4;4;8;12;17;0;86
230280 Canindé;9;1;3;0;13;1;2;2;7;14;8;6;7;9;12;17;20;22;14;25;23;69;2;273
230290 Capistrano;1;2;0;0;3;0;0;0;1;0;0;1;2;1;6;2;4;5;2;3;3;15;0;48
230300 Caridade;1;1;1;0;3;0;0;2;1;2;1;4;4;2;5;3;1;6;4;5;2;20;0;65
230310 Cariré;2;0;1;0;3;0;1;0;3;0;4;2;4;5;3;3;3;7;4;1;6;29;0;78
230320 Caririaçu;0;1;2;0;3;0;1;0;4;8;2;2;1;4;5;2;5;4;4;8;5;24;0;82
230330 Cariús;1;1;2;0;4;1;0;0;0;0;2;1;4;1;1;3;4;3;8;7;4;20;0;63
230340 Carnaubal;6;0;0;0;6;0;0;0;1;1;2;2;1;1;2;7;5;5;1;2;7;14;0;57
230350 Cascavel;3;1;2;0;6;2;0;1;1;5;8;2;7;5;8;13;8;15;19;19;22;45;0;186
230360 Catarina;1;0;0;0;1;0;0;0;0;0;0;2;0;2;2;3;0;1;5;2;3;11;0;32
230365 Catunda;1;1;0;0;2;0;1;2;1;3;1;1;1;2;0;1;0;3;2;2;1;13;0;36
230370 Caucaia;22;5;14;0;41;10;6;9;26;39;42;33;36;52;59;33;53;44;55;51;61;123;0;773
230380 Cedro;1;0;1;0;2;1;0;0;2;4;3;3;1;5;3;5;6;5;10;11;10;23;0;94
230390 Chaval;2;0;2;0;4;0;0;0;0;0;2;2;1;2;1;1;0;1;3;5;4;9;0;35
230393 Choró;5;0;0;0;5;0;0;1;0;0;3;1;0;1;1;1;1;1;4;2;4;7;0;32
230395 Chorozinho;1;0;1;0;2;1;0;0;2;3;2;3;1;4;3;2;4;4;1;3;0;16;0;51
230400 Coreaú;6;0;0;0;6;0;0;0;2;4;1;3;3;2;3;1;6;4;4;11;4;17;0;71
230410 Crateús;5;1;3;0;9;0;0;0;5;6;5;4;10;11;15;8;10;20;19;21;25;81;0;249
230420 Crato;11;5;7;0;23;2;4;0;13;20;16;16;21;23;18;23;21;22;28;35;31;98;0;414
230423 Croatá;1;1;2;0;4;0;1;0;0;2;1;1;2;3;2;2;4;1;4;5;3;23;0;58
230425 Cruz;1;2;1;0;4;1;0;0;0;1;6;2;0;1;5;1;6;3;10;3;10;28;0;81
230426 Deputado Irapuan Pinheiro;0;0;1;0;1;0;0;0;0;1;1;2;0;2;1;1;2;1;1;0;5;6;0;24
230427 Ererê;0;0;0;0;0;0;0;1;0;2;0;0;1;2;0;2;0;2;0;3;2;2;0;17
230428 Eusébio;2;1;0;0;3;5;0;1;4;8;8;5;4;3;4;6;6;6;9;6;10;24;0;112
230430 Farias Brito;1;1;0;0;2;1;1;0;2;2;4;2;4;1;2;3;3;3;6;7;5;18;0;66
230435 Forquilha;1;0;3;0;4;0;0;0;1;0;0;4;1;0;2;5;5;2;5;6;4;22;0;61
230440 Fortaleza;176;39;100;0;315;38;24;56;277;338;293;290;291;384;349;427;439;500;522;587;608;1443;2;7183
230445 Fortim;2;0;0;0;2;0;0;1;1;1;0;2;0;1;0;1;2;3;4;7;5;14;0;44
230450 Frecheirinha;1;1;0;0;2;0;0;0;0;3;0;4;1;2;1;0;0;6;5;5;6;19;0;54
230460 General Sampaio;0;0;0;0;0;1;0;0;0;0;2;3;2;0;0;0;0;2;3;3;3;4;0;23
230465 Graça;3;0;2;0;5;0;0;0;0;1;1;2;2;1;1;0;3;5;2;6;4;19;0;52
230470 Granja;4;0;7;0;11;3;1;2;3;2;9;7;3;6;2;6;5;6;10;15;14;28;0;133
230480 Granjeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;6;0;10
230490 Groaíras;1;1;0;0;2;0;0;0;0;0;0;0;1;0;3;1;3;1;2;2;5;15;0;35
230495 Guaiúba;1;1;3;0;5;0;1;0;0;3;1;2;6;3;2;7;2;8;3;5;8;12;0;68
230500 Guaraciaba do Norte;4;1;1;0;6;0;1;2;4;4;4;3;3;4;5;7;7;8;8;14;19;44;0;143
230510 Guaramiranga;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2;2;1;2;4;0;15
230520 Hidrolândia;1;0;0;0;1;0;0;0;2;1;0;0;7;6;2;4;4;3;1;7;5;26;0;69
230523 Horizonte;6;1;0;0;7;2;0;0;1;5;6;7;7;5;9;3;9;4;9;10;8;32;0;124
230526 Ibaretama;0;0;1;0;1;0;0;0;0;3;1;1;2;0;1;2;2;2;3;8;3;11;0;40
230530 Ibiapina;6;1;0;0;7;1;0;1;1;2;3;1;2;6;3;3;10;2;2;13;8;21;0;86
230533 Ibicuitinga;1;1;0;0;2;0;0;0;0;0;0;3;0;1;2;1;3;2;2;3;2;10;0;31
230535 Icapuí;2;0;0;0;2;1;0;0;3;2;2;0;4;3;1;1;2;3;4;1;10;16;1;56
230540 Icó;9;0;7;0;16;1;2;0;2;2;7;4;7;3;10;11;11;15;16;15;14;60;0;196
230550 Iguatu;8;1;5;0;14;2;3;1;3;14;9;16;11;13;14;20;15;32;27;33;43;84;0;354
230560 Independência;4;0;1;0;5;1;0;1;1;1;4;2;3;6;3;6;6;7;6;4;13;32;0;101
230565 Ipaporanga;2;0;1;0;3;0;0;0;0;0;2;2;3;2;2;1;1;2;4;2;3;13;0;40
230570 Ipaumirim;1;0;2;0;3;0;0;0;0;1;1;2;0;1;3;0;3;0;0;3;1;9;0;27
230580 Ipu;2;1;2;0;5;3;0;0;4;4;5;7;0;5;6;3;7;10;9;10;15;57;0;150
230590 Ipueiras;1;0;5;0;6;2;0;1;0;2;4;6;4;5;8;6;9;10;8;9;17;48;0;145
230600 Iracema;3;0;0;0;3;0;0;0;1;0;1;2;4;1;2;2;1;3;5;3;5;18;0;51
230610 Irauçuba;3;2;0;0;5;0;0;0;3;2;1;2;1;1;1;0;0;6;4;6;3;12;0;47
230620 Itaiçaba;0;0;0;0;0;1;0;0;1;0;3;0;1;0;0;0;0;0;1;0;3;8;0;18
230625 Itaitinga;5;3;2;0;10;1;0;0;5;3;6;7;8;8;5;2;7;9;10;12;8;16;0;117
230630 Itapagé;2;1;3;0;6;0;0;1;3;3;5;2;5;6;4;5;2;12;1;10;12;19;0;96
230640 Itapipoca;7;1;5;0;13;2;1;4;9;14;10;7;17;14;17;16;8;14;20;27;27;84;0;304
230650 Itapiúna;2;0;0;0;2;1;0;1;1;1;1;1;3;1;3;1;1;1;2;5;0;15;0;40
230655 Itarema;3;0;2;0;5;0;2;0;2;7;6;4;5;3;3;3;3;8;7;12;17;18;0;105
230660 Itatira;1;0;1;0;2;0;0;0;1;1;2;0;2;1;4;3;3;4;5;9;2;20;0;59
230670 Jaguaretama;0;0;1;0;1;0;0;0;1;4;2;4;2;1;5;2;4;3;4;1;8;19;0;61
230680 Jaguaribara;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;3;2;3;1;1;7;0;23
230690 Jaguaribe;4;1;5;0;10;1;1;0;3;5;3;5;4;7;7;3;3;4;6;8;11;39;0;120
230700 Jaguaruana;4;0;0;0;4;0;0;1;2;5;2;5;4;4;8;7;7;9;5;6;9;32;0;110
230710 Jardim;1;0;2;0;3;2;0;0;1;4;2;3;3;4;4;5;2;5;4;4;5;15;0;66
230720 Jati;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;2;2;1;2;7;0;18
230725 Jijoca de Jericoacoara;1;0;0;0;1;1;1;0;1;2;1;0;1;1;2;6;1;2;0;3;4;12;0;39
230730 Juazeiro do Norte;22;6;11;1;40;3;3;5;23;39;24;30;18;39;37;21;45;50;58;52;56;171;0;714
230740 Jucás;2;0;3;0;5;0;0;0;1;1;3;4;3;2;7;1;2;4;3;5;10;28;0;79
230750 Lavras da Mangabeira;5;0;1;0;6;0;0;0;1;3;2;1;0;6;5;4;3;5;5;13;11;26;0;91
230760 Limoeiro do Norte;1;0;0;0;1;1;0;1;2;4;7;8;6;5;4;10;10;12;9;11;9;50;0;150
230763 Madalena;0;0;0;0;0;0;0;0;0;0;1;3;1;5;3;0;1;4;2;9;7;25;0;61
230765 Maracanaú;14;2;10;0;26;5;3;10;29;29;24;19;22;30;28;28;34;33;31;41;55;92;1;540
230770 Maranguape;4;3;7;0;14;2;2;2;8;8;10;9;9;12;17;13;19;24;22;23;25;72;0;291
230780 Marco;2;0;1;0;3;2;0;0;3;2;4;1;1;4;2;3;1;5;4;2;7;14;0;58
230790 Martinópole;0;0;0;0;0;0;1;0;2;0;1;1;0;1;3;1;1;0;2;1;1;11;0;26
230800 Massapê;6;0;2;0;8;0;1;0;2;2;1;2;3;1;6;4;5;3;8;9;14;27;0;96
230810 Mauriti;3;0;2;0;5;2;0;0;5;5;6;6;3;9;8;3;9;12;9;11;15;31;0;139
230820 Meruoca;0;0;0;0;0;0;0;0;1;1;0;1;1;3;1;1;0;2;3;3;7;8;0;32
230830 Milagres;0;0;1;0;1;1;2;0;0;4;4;3;2;2;4;3;7;3;9;2;8;26;0;81
230835 Milhã;1;0;0;0;1;1;0;0;0;0;0;4;1;5;2;1;2;2;5;7;4;17;0;52
230837 Miraíma;0;1;3;0;4;0;1;0;1;2;0;1;0;3;0;1;1;2;3;2;4;5;0;30
230840 Missão Velha;7;3;1;0;11;2;0;2;4;5;1;4;2;5;5;4;3;6;6;11;9;27;0;107
230850 Mombaça;3;0;2;0;5;0;1;0;3;4;4;7;8;11;5;5;11;11;12;12;9;40;0;148
230860 Monsenhor Tabosa;1;0;2;0;3;0;0;0;0;4;2;0;4;1;0;4;5;1;6;5;6;10;0;51
230870 Morada Nova;5;1;0;0;6;0;0;1;3;8;7;7;13;11;7;8;13;17;21;20;15;76;0;233
230880 Moraújo;0;2;0;0;2;0;0;0;0;0;2;1;0;0;0;0;1;0;4;0;2;7;0;19
230890 Morrinhos;0;2;0;0;2;3;0;2;2;1;2;2;3;0;1;2;4;0;2;2;9;24;0;61
230900 Mucambo;0;0;2;0;2;1;0;1;1;0;0;0;5;3;0;5;2;0;3;2;4;25;0;54
230910 Mulungu;0;1;0;0;1;0;1;0;1;3;1;2;2;2;2;1;1;2;3;1;1;9;0;33
230920 Nova Olinda;1;0;0;0;1;0;0;0;1;2;0;2;4;3;4;0;1;3;5;5;5;14;0;50
230930 Nova Russas;0;1;1;0;2;1;0;1;3;3;7;3;3;3;4;7;5;4;3;8;12;29;0;98
230940 Novo Oriente;4;0;1;0;5;2;0;0;1;1;1;2;6;3;1;3;2;2;5;5;8;26;0;73
230945 Ocara;1;0;1;0;2;0;1;0;0;1;1;2;0;4;3;3;2;6;5;6;4;21;0;61
230950 Orós;2;0;0;0;2;0;2;0;0;1;1;5;3;2;3;5;3;8;11;14;12;32;0;104
230960 Pacajus;2;2;1;0;5;0;1;0;4;10;10;9;5;8;7;5;4;11;9;11;8;32;0;139
230970 Pacatuba;2;0;2;0;4;3;0;0;6;9;5;6;9;6;4;8;8;7;12;11;12;25;0;135
230980 Pacoti;0;0;0;0;0;0;0;1;0;0;0;2;0;4;0;3;2;3;2;1;5;12;0;35
230990 Pacujá;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1;0;0;1;5;1;3;12;0;26
231000 Palhano;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;2;0;2;0;3;1;10;0;23
231010 Palmácia;1;0;0;0;1;0;0;0;1;0;2;0;1;0;1;1;2;1;1;5;6;10;0;32
231020 Paracuru;3;2;0;0;5;0;0;0;0;2;4;4;2;6;4;2;4;8;12;9;14;21;0;97
231025 Paraipaba;2;1;2;0;5;0;0;0;0;2;2;5;5;5;3;3;2;4;4;6;10;15;0;71
231030 Parambu;2;0;0;0;2;1;1;0;2;12;7;5;3;1;4;3;7;6;6;5;8;31;0;104
231040 Paramoti;1;0;0;0;1;0;0;0;0;0;1;3;1;0;1;2;1;2;1;3;3;15;0;34
231050 Pedra Branca;3;1;0;0;4;2;0;0;5;5;10;8;6;8;6;7;8;9;9;10;19;48;0;164
231060 Penaforte;2;0;0;0;2;0;0;1;0;1;2;2;0;2;0;1;1;0;1;1;4;6;0;24
231070 Pentecoste;3;0;1;0;4;0;0;1;4;5;5;4;6;2;3;4;8;4;5;6;13;28;0;102
231080 Pereiro;1;0;0;0;1;0;0;0;2;2;2;1;3;4;0;2;3;2;4;6;4;21;0;57
231085 Pindoretama;1;1;0;0;2;1;0;0;0;1;2;0;5;0;1;7;4;3;5;6;5;18;0;60
231090 Piquet Carneiro;1;1;0;0;2;0;0;0;3;0;0;0;2;0;2;3;4;3;2;4;6;19;0;50
231095 Pires Ferreira;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;1;2;3;2;3;1;12;0;29
231100 Poranga;1;1;3;0;5;0;0;1;1;1;2;0;0;3;4;1;1;3;5;3;8;15;0;53
231110 Porteiras;1;0;1;0;2;0;0;0;0;3;0;1;2;0;2;1;5;5;6;6;3;18;0;54
231120 Potengi;3;0;1;0;4;0;0;0;1;1;1;0;0;1;2;1;2;2;2;3;5;11;0;36
231123 Potiretama;1;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;1;0;0;1;1;6;0;14
231126 Quiterianópolis;1;0;0;0;1;0;1;1;2;3;2;1;3;2;4;5;3;6;1;4;6;16;0;61
231130 Quixadá;3;3;2;0;8;3;2;1;3;8;14;12;9;17;13;13;12;12;12;26;13;69;0;247
231135 Quixelô;1;0;0;0;1;0;0;0;1;3;1;4;1;3;2;4;2;5;6;5;7;18;0;63
231140 Quixeramobim;5;1;0;0;6;2;1;0;5;7;7;3;4;3;9;11;6;12;12;14;20;75;0;197
231150 Quixeré;1;1;1;0;3;0;1;1;0;5;2;2;4;1;5;3;3;3;7;3;4;18;0;65
231160 Redenção;2;0;1;0;3;0;0;0;3;1;3;6;6;5;3;5;7;4;2;4;9;27;0;88
231170 Reriutaba;2;0;0;0;2;0;1;0;0;2;4;1;2;1;3;3;4;4;5;8;6;19;0;65
231180 Russas;4;0;3;0;7;0;0;1;2;9;4;9;12;12;12;16;16;11;15;12;20;75;0;233
231190 Saboeiro;0;1;0;0;1;3;1;0;0;0;0;2;1;1;1;0;5;0;5;9;6;11;0;46
231195 Salitre;1;0;2;0;3;0;0;0;0;0;0;3;3;2;1;0;1;1;6;3;0;7;0;30
231220 Santa Quitéria;1;1;2;0;4;2;1;1;3;6;2;2;6;4;6;5;1;5;6;8;4;36;0;102
231200 Santana do Acaraú;3;0;1;0;4;3;0;1;1;0;3;4;2;1;2;5;6;8;5;13;7;23;0;88
231210 Santana do Cariri;1;1;3;0;5;0;1;0;1;3;4;3;1;2;3;2;1;3;6;8;4;14;0;61
231230 São Benedito;6;2;1;0;9;1;2;1;2;9;6;5;9;8;5;6;11;10;12;15;32;36;0;179
231240 São Gonçalo do Amarante;4;0;4;0;8;1;0;1;3;2;7;3;5;5;3;8;5;4;6;8;13;36;0;118
231250 São João do Jaguaribe;1;0;0;0;1;0;0;0;1;3;2;2;2;1;3;5;3;1;7;1;2;11;0;45
231260 São Luís do Curu;0;0;0;0;0;0;1;0;0;1;0;0;0;2;3;2;4;2;2;2;2;16;0;37
231270 Senador Pompeu;3;3;1;0;7;1;0;0;1;2;3;3;2;2;2;3;2;6;7;10;5;28;0;84
231280 Senador Sá;1;0;0;0;1;0;0;0;0;2;0;1;0;0;1;1;0;0;2;1;1;9;0;19
231290 Sobral;25;4;5;0;34;3;0;4;12;22;17;16;24;25;25;28;18;41;36;32;49;111;0;497
231300 Solonópole;1;0;0;0;1;1;0;0;2;0;1;1;1;1;6;5;0;2;3;10;5;31;0;70
231310 Tabuleiro do Norte;2;0;1;0;3;0;0;0;2;7;4;6;3;5;8;7;7;7;3;4;6;27;0;99
231320 Tamboril;3;0;1;0;4;0;0;0;3;2;1;0;1;6;2;2;3;5;4;11;6;21;0;71
231325 Tarrafas;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2;3;3;1;10;0;23
231330 Tauá;5;0;1;0;6;2;1;4;2;11;8;5;7;8;2;7;6;13;13;15;16;48;0;174
231335 Tejuçuoca;0;0;0;0;0;0;1;0;1;1;4;2;0;4;5;2;2;3;2;2;4;15;0;48
231340 Tianguá;7;0;3;0;10;4;2;2;7;11;8;8;13;6;7;9;7;10;16;13;15;48;0;196
231350 Trairi;4;1;1;0;6;2;4;1;1;3;4;4;4;3;5;6;2;5;8;13;15;34;0;120
231355 Tururu;2;1;0;0;3;1;0;1;2;1;2;3;0;3;2;3;3;3;0;3;2;18;0;50
231360 Ubajara;4;0;0;0;4;0;0;2;4;4;7;5;2;6;4;5;8;6;7;10;6;23;0;103
231370 Umari;0;0;1;0;1;0;0;0;0;2;2;1;1;0;1;3;0;2;2;1;4;9;0;29
231375 Umirim;1;0;2;0;3;0;0;1;0;1;0;2;1;2;0;1;0;5;3;7;1;10;0;37
231380 Uruburetama;1;0;1;0;2;0;1;0;3;3;2;3;3;3;3;4;2;4;5;7;9;14;0;68
231390 Uruoca;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;1;4;1;1;6;12;0;30
231395 Varjota;2;0;1;0;3;0;0;0;2;5;2;3;2;3;1;5;2;5;2;8;4;23;0;70
231400 Várzea Alegre;1;2;1;0;4;0;0;1;2;5;3;5;6;9;5;3;8;12;16;13;17;46;0;155
231410 Viçosa do Ceará;5;6;1;0;12;1;0;3;3;8;7;9;6;12;7;4;4;10;12;14;16;48;0;176
240010 Acari;1;1;0;0;2;0;0;0;0;0;0;1;2;2;2;1;1;4;2;3;6;21;0;47
240020 Açu;7;1;2;0;10;3;1;2;6;12;8;8;11;10;9;6;5;14;9;13;7;26;0;160
240030 Afonso Bezerra;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;4;3;2;3;4;17;0;41
240040 Água Nova;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;6;0;10
240050 Alexandria;0;0;0;0;0;0;0;0;0;2;2;2;1;2;0;2;3;4;3;1;2;13;0;37
240060 Almino Afonso;1;0;0;0;1;0;0;0;1;0;1;0;0;0;2;2;2;0;1;1;1;8;0;20
240070 Alto do Rodrigues;2;0;0;0;2;0;1;0;0;1;1;0;1;1;1;4;1;1;7;4;0;11;0;36
240080 Angicos;1;0;0;0;1;0;0;0;0;0;0;1;1;3;0;0;0;3;3;7;1;15;0;35
240090 Antônio Martins;1;1;0;0;2;0;1;0;0;2;0;0;0;1;1;1;1;1;1;3;2;11;0;27
240100 Apodi;1;0;0;0;1;0;0;0;0;2;4;4;5;6;7;6;6;2;7;8;12;28;0;98
240110 Areia Branca;0;0;1;0;1;0;0;0;0;2;3;3;4;7;3;1;4;6;9;7;3;16;0;69
240120 Arês;0;0;0;0;0;0;0;1;0;2;0;0;1;2;1;1;5;0;3;5;2;14;0;37
240130 Augusto Severo;0;0;2;0;2;0;1;0;0;0;0;1;0;1;3;1;1;1;2;5;3;11;0;32
240140 Baía Formosa;0;1;0;0;1;0;0;0;0;1;1;1;2;4;0;1;1;2;1;3;3;7;0;28
240145 Baraúna;3;0;0;0;3;0;0;3;4;4;1;6;3;4;2;2;2;8;7;4;1;9;0;63
240150 Barcelona;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;6;0;9
240160 Bento Fernandes;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;2;2;0;9
240165 Bodó;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;1;0;3;0;9
240170 Bom Jesus;0;0;0;0;0;0;0;0;2;2;2;2;1;2;0;1;0;0;0;4;3;10;0;29
240180 Brejinho;0;1;0;0;1;0;0;0;1;1;1;0;1;3;1;1;1;2;2;2;2;7;0;26
240185 Caiçara do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;2;1;2;0;15
240190 Caiçara do Rio do Vento;0;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;1;3;0;3;0;12
240200 Caicó;7;0;1;0;8;1;1;1;1;4;3;5;6;8;10;10;20;16;5;21;16;71;0;207
240210 Campo Redondo;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;1;1;2;1;5;14;0;30
240220 Canguaretama;1;0;0;0;1;1;0;0;1;3;3;2;8;1;4;7;6;7;3;10;5;9;0;71
240230 Caraúbas;1;0;1;0;2;0;0;0;1;3;5;3;2;3;4;6;7;4;5;4;8;30;0;87
240240 Carnaúba dos Dantas;0;0;1;0;1;0;0;0;1;0;1;0;2;1;2;3;1;2;0;0;1;10;0;25
240250 Carnaubais;2;0;0;0;2;0;0;0;1;0;1;2;2;1;1;0;0;0;1;1;0;9;0;21
